datetime,date,year,statut,slot_index,load_mw
2002-01-01 00:00:00,2002-01-01,2002,Définitives,0,57671
2002-01-01 00:30:00,2002-01-01,2002,Définitives,1,56816
2002-01-01 01:00:00,2002-01-01,2002,Définitives,2,56470
2002-01-01 01:30:00,2002-01-01,2002,Définitives,3,56077
2002-01-01 02:00:00,2002-01-01,2002,Définitives,4,55192
2002-01-01 02:30:00,2002-01-01,2002,Définitives,5,54904
2002-01-01 03:00:00,2002-01-01,2002,Définitives,6,54802
2002-01-01 03:30:00,2002-01-01,2002,Définitives,7,54842
2002-01-01 04:00:00,2002-01-01,2002,Définitives,8,54293
2002-01-01 04:30:00,2002-01-01,2002,Définitives,9,54229
2002-01-01 05:00:00,2002-01-01,2002,Définitives,10,63989
2002-01-01 05:30:00,2002-01-01,2002,Définitives,11,54954
2002-01-01 06:00:00,2002-01-01,2002,Définitives,12,55733
2002-01-01 06:30:00,2002-01-01,2002,Définitives,13,56743
2002-01-01 07:00:00,2002-01-01,2002,Définitives,14,57370
2002-01-01 07:30:00,2002-01-01,2002,Définitives,15,58187
2002-01-01 08:00:00,2002-01-01,2002,Définitives,16,58508
2002-01-01 08:30:00,2002-01-01,2002,Définitives,17,59581
2002-01-01 09:00:00,2002-01-01,2002,Définitives,18,60890
2002-01-01 09:30:00,2002-01-01,2002,Définitives,19,59579
2002-01-01 10:00:00,2002-01-01,2002,Définitives,20,58326
2002-01-01 10:30:00,2002-01-01,2002,Définitives,21,62584
2002-01-01 11:00:00,2002-01-01,2002,Définitives,22,57082
2002-01-01 11:30:00,2002-01-01,2002,Définitives,23,55685
2002-01-01 12:00:00,2002-01-01,2002,Définitives,24,55192
2002-01-01 12:30:00,2002-01-01,2002,Définitives,25,54960
2002-01-01 13:00:00,2002-01-01,2002,Définitives,26,55190
2002-01-01 13:30:00,2002-01-01,2002,Définitives,27,56078
2002-01-01 14:00:00,2002-01-01,2002,Définitives,28,58936
2002-01-01 14:30:00,2002-01-01,2002,Définitives,29,62105
2002-01-01 15:00:00,2002-01-01,2002,Définitives,30,63331
2002-01-01 15:30:00,2002-01-01,2002,Définitives,31,64448
2002-01-01 16:00:00,2002-01-01,2002,Définitives,32,63169
2002-01-01 16:30:00,2002-01-01,2002,Définitives,33,64843
2002-01-01 17:00:00,2002-01-01,2002,Définitives,34,64799
2002-01-01 17:30:00,2002-01-01,2002,Définitives,35,64816
2002-01-01 18:00:00,2002-01-01,2002,Définitives,36,64173
2002-01-01 18:30:00,2002-01-01,2002,Définitives,37,62943
2002-01-01 19:00:00,2002-01-01,2002,Définitives,38,61978
2002-01-01 19:30:00,2002-01-01,2002,Définitives,39,63422
2002-01-01 20:00:00,2002-01-01,2002,Définitives,40,64453
2002-01-01 20:30:00,2002-01-01,2002,Définitives,41,63349
2002-01-01 21:00:00,2002-01-01,2002,Définitives,42,62671
2002-01-01 21:30:00,2002-01-01,2002,Définitives,43,63350
2002-01-01 22:00:00,2002-01-01,2002,Définitives,44,63050
2002-01-01 22:30:00,2002-01-01,2002,Définitives,45,61448
2002-01-01 23:00:00,2002-01-01,2002,Définitives,46,60114
2002-01-01 23:30:00,2002-01-01,2002,Définitives,47,58712
2002-01-02 00:00:00,2002-01-02,2002,Définitives,0,57730
2002-01-02 00:30:00,2002-01-02,2002,Définitives,1,57827
2002-01-02 01:00:00,2002-01-02,2002,Définitives,2,58979
2002-01-02 01:30:00,2002-01-02,2002,Définitives,3,60176
2002-01-02 02:00:00,2002-01-02,2002,Définitives,4,61501
2002-01-02 02:30:00,2002-01-02,2002,Définitives,5,63538
2002-01-02 03:00:00,2002-01-02,2002,Définitives,6,65853
2002-01-02 03:30:00,2002-01-02,2002,Définitives,7,68052
2002-01-02 04:00:00,2002-01-02,2002,Définitives,8,69461
2002-01-02 04:30:00,2002-01-02,2002,Définitives,9,70255
2002-01-02 05:00:00,2002-01-02,2002,Définitives,10,61699
2002-01-02 05:30:00,2002-01-02,2002,Définitives,11,71203
2002-01-02 06:00:00,2002-01-02,2002,Définitives,12,71884
2002-01-02 06:30:00,2002-01-02,2002,Définitives,13,72182
2002-01-02 07:00:00,2002-01-02,2002,Définitives,14,72029
2002-01-02 07:30:00,2002-01-02,2002,Définitives,15,72335
2002-01-02 08:00:00,2002-01-02,2002,Définitives,16,72217
2002-01-02 08:30:00,2002-01-02,2002,Définitives,17,72069
2002-01-02 09:00:00,2002-01-02,2002,Définitives,18,72500
2002-01-02 09:30:00,2002-01-02,2002,Définitives,19,71540
2002-01-02 10:00:00,2002-01-02,2002,Définitives,20,71174
2002-01-02 10:30:00,2002-01-02,2002,Définitives,21,60172
2002-01-02 11:00:00,2002-01-02,2002,Définitives,22,70579
