datetime,date,year,statut,slot_index,load_mw
2010-01-01 00:00:00,2010-01-01,2010,Définitives,0,53067
2010-01-01 00:30:00,2010-01-01,2010,Définitives,1,52303
2010-01-01 01:00:00,2010-01-01,2010,Définitives,2,52272
2010-01-01 01:30:00,2010-01-01,2010,Définitives,3,52013
2010-01-01 02:00:00,2010-01-01,2010,Définitives,4,52099
2010-01-01 02:30:00,2010-01-01,2010,Définitives,5,52064
2010-01-01 03:00:00,2010-01-01,2010,Définitives,6,52209
2010-01-01 03:30:00,2010-01-01,2010,Définitives,7,52454
2010-01-01 04:00:00,2010-01-01,2010,Définitives,8,52229
2010-01-01 04:30:00,2010-01-01,2010,Définitives,9,52113
2010-01-01 05:00:00,2010-01-01,2010,Définitives,10,61437
2010-01-01 05:30:00,2010-01-01,2010,Définitives,11,52864
2010-01-01 06:00:00,2010-01-01,2010,Définitives,12,54063
2010-01-01 06:30:00,2010-01-01,2010,Définitives,13,55433
2010-01-01 07:00:00,2010-01-01,2010,Définitives,14,56644
2010-01-01 07:30:00,2010-01-01,2010,Définitives,15,58063
2010-01-01 08:00:00,2010-01-01,2010,Définitives,16,59028
2010-01-01 08:30:00,2010-01-01,2010,Définitives,17,60868
2010-01-01 09:00:00,2010-01-01,2010,Définitives,18,62453
2010-01-01 09:30:00,2010-01-01,2010,Définitives,19,61342
2010-01-01 10:00:00,2010-01-01,2010,Définitives,20,60335
2010-01-01 10:30:00,2010-01-01,2010,Définitives,21,59663
2010-01-01 11:00:00,2010-01-01,2010,Définitives,22,59500
2010-01-01 11:30:00,2010-01-01,2010,Définitives,23,58230
2010-01-01 12:00:00,2010-01-01,2010,Définitives,24,57838
2010-01-01 12:30:00,2010-01-01,2010,Définitives,25,57637
2010-01-01 13:00:00,2010-01-01,2010,Définitives,26,57848
2010-01-01 13:30:00,2010-01-01,2010,Définitives,27,58547
2010-01-01 14:00:00,2010-01-01,2010,Définitives,28,61200
2010-01-01 14:30:00,2010-01-01,2010,Définitives,29,63979
2010-01-01 15:00:00,2010-01-01,2010,Définitives,30,65221
2010-01-01 15:30:00,2010-01-01,2010,Définitives,31,66596
2010-01-01 16:00:00,2010-01-01,2010,Définitives,32,59839
2010-01-01 16:30:00,2010-01-01,2010,Définitives,33,66962
2010-01-01 17:00:00,2010-01-01,2010,Définitives,34,66984
2010-01-01 17:30:00,2010-01-01,2010,Définitives,35,66596
2010-01-01 18:00:00,2010-01-01,2010,Définitives,36,65676
2010-01-01 18:30:00,2010-01-01,2010,Définitives,37,64579
2010-01-01 19:00:00,2010-01-01,2010,Définitives,38,63729
2010-01-01 19:30:00,2010-01-01,2010,Définitives,39,64849
2010-01-01 20:00:00,2010-01-01,2010,Définitives,40,67079
2010-01-01 20:30:00,2010-01-01,2010,Définitives,41,65767
2010-01-01 21:00:00,2010-01-01,2010,Définitives,42,65526
2010-01-01 21:30:00,2010-01-01,2010,Définitives,43,59634
2010-01-01 22:00:00,2010-01-01,2010,Définitives,44,59361
2010-01-01 22:30:00,2010-01-01,2010,Définitives,45,57401
2010-01-01 23:00:00,2010-01-01,2010,Définitives,46,55736
2010-01-01 23:30:00,2010-01-01,2010,Définitives,47,54155
2010-01-02 00:00:00,2010-01-02,2010,Définitives,0,57527
2010-01-02 00:30:00,2010-01-02,2010,Définitives,1,57470
2010-01-02 01:00:00,2010-01-02,2010,Définitives,2,58229
2010-01-02 01:30:00,2010-01-02,2010,Définitives,3,58696
2010-01-02 02:00:00,2010-01-02,2010,Définitives,4,59423
2010-01-02 02:30:00,2010-01-02,2010,Définitives,5,60262
2010-01-02 03:00:00,2010-01-02,2010,Définitives,6,61470
2010-01-02 03:30:00,2010-01-02,2010,Définitives,7,62780
2010-01-02 04:00:00,2010-01-02,2010,Définitives,8,63541
2010-01-02 04:30:00,2010-01-02,2010,Définitives,9,64424
2010-01-02 05:00:00,2010-01-02,2010,Définitives,10,63948
2010-01-02 05:30:00,2010-01-02,2010,Définitives,11,65915
2010-01-02 06:00:00,2010-01-02,2010,Définitives,12,67049
2010-01-02 06:30:00,2010-01-02,2010,Définitives,13,67686
2010-01-02 07:00:00,2010-01-02,2010,Définitives,14,67760
2010-01-02 07:30:00,2010-01-02,2010,Définitives,15,68005
2010-01-02 08:00:00,2010-01-02,2010,Définitives,16,68238
2010-01-02 08:30:00,2010-01-02,2010,Définitives,17,69098
2010-01-02 09:00:00,2010-01-02,2010,Définitives,18,69954
2010-01-02 09:30:00,2010-01-02,2010,Définitives,19,68194
2010-01-02 10:00:00,2010-01-02,2010,Définitives,20,66775
2010-01-02 10:30:00,2010-01-02,2010,Définitives,21,61703
2010-01-02 11:00:00,2010-01-02,2010,Définitives,22,66197
2010-01-02 11:30:00,2010-01-02,2010,Définitives,23,64574
2010-01-02 12:00:00,2010-01-02,2010,Définitives,24,63959
2010-01-02 12:30:00,2010-01-02,2010,Définitives,25,63538
2010-01-02 13:00:00,2010-01-02,2010,Définitives,26,63647
2010-01-02 13:30:00,2010-01-02,2010,Définitives,27,64540
2010-01-02 14:00:00,2010-01-02,2010,Définitives,28,67773
2010-01-02 14:30:00,2010-01-02,2010,Définitives,29,71354
2010-01-02 15:00:00,2010-01-02,2010,Définitives,30,72989
2010-01-02 15:30:00,2010-01-02,2010,Définitives,31,74454
2010-01-02 16:00:00,2010-01-02,2010,Définitives,32,61802
2010-01-02 16:30:00,2010-01-02,2010,Définitives,33,74182
2010-01-02 17:00:00,2010-01-02,2010,Définitives,34,73334
2010-01-02 17:30:00,2010-01-02,2010,Définitives,35,72345
2010-01-02 18:00:00,2010-01-02,2010,Définitives,36,71038
2010-01-02 18:30:00,2010-01-02,2010,Définitives,37,69656
2010-01-02 19:00:00,2010-01-02,2010,Définitives,38,68501
2010-01-02 19:30:00,2010-01-02,2010,Définitives,39,69484
2010-01-02 20:00:00,2010-01-02,2010,Définitives,40,71721
2010-01-02 20:30:00,2010-01-02,2010,Définitives,41,70448
2010-01-02 21:00:00,2010-01-02,2010,Définitives,42,70202
2010-01-02 21:30:00,2010-01-02,2010,Définitives,43,61674
2010-01-02 22:00:00,2010-01-02,2010,Définitives,44,61526
2010-01-02 22:30:00,2010-01-02,2010,Définitives,45,59812
2010-01-02 23:00:00,2010-01-02,2010,Définitives,46,58801
2010-01-02 23:30:00,2010-01-02,2010,Définitives,47,57868
2010-01-03 00:00:00,2010-01-03,2010,Définitives,0,60233
2010-01-03 00:30:00,2010-01-03,2010,Définitives,1,59747
2010-01-03 01:00:00,2010-01-03,2010,Définitives,2,59916
2010-01-03 01:30:00,2010-01-03,2010,Définitives,3,60021
2010-01-03 02:00:00,2010-01-03,2010,Définitives,4,60257
2010-01-03 02:30:00,2010-01-03,2010,Définitives,5,60519
2010-01-03 03:00:00,2010-01-03,2010,Définitives,6,61156
2010-01-03 03:30:00,2010-01-03,2010,Définitives,7,61881
2010-01-03 04:00:00,2010-01-03,2010,Définitives,8,62407
2010-01-03 04:30:00,2010-01-03,2010,Définitives,9,63088
2010-01-03 05:00:00,2010-01-03,2010,Définitives,10,68754
2010-01-03 05:30:00,2010-01-03,2010,Définitives,11,64523
2010-01-03 06:00:00,2010-01-03,2010,Définitives,12,66024
2010-01-03 06:30:00,2010-01-03,2010,Définitives,13,67350
2010-01-03 07:00:00,2010-01-03,2010,Définitives,14,68378
2010-01-03 07:30:00,2010-01-03,2010,Définitives,15,69017
2010-01-03 08:00:00,2010-01-03,2010,Définitives,16,69684
2010-01-03 08:30:00,2010-01-03,2010,Définitives,17,70920
2010-01-03 09:00:00,2010-01-03,2010,Définitives,18,71852
2010-01-03 09:30:00,2010-01-03,2010,Définitives,19,70109
2010-01-03 10:00:00,2010-01-03,2010,Définitives,20,68343
2010-01-03 10:30:00,2010-01-03,2010,Définitives,21,66432
2010-01-03 11:00:00,2010-01-03,2010,Définitives,22,67560
2010-01-03 11:30:00,2010-01-03,2010,Définitives,23,66240
2010-01-03 12:00:00,2010-01-03,2010,Définitives,24,65617
2010-01-03 12:30:00,2010-01-03,2010,Définitives,25,65161
2010-01-03 13:00:00,2010-01-03,2010,Définitives,26,65327
2010-01-03 13:30:00,2010-01-03,2010,Définitives,27,66238
2010-01-03 14:00:00,2010-01-03,2010,Définitives,28,69142
2010-01-03 14:30:00,2010-01-03,2010,Définitives,29,72312
2010-01-03 15:00:00,2010-01-03,2010,Définitives,30,74198
2010-01-03 15:30:00,2010-01-03,2010,Définitives,31,75827
2010-01-03 16:00:00,2010-01-03,2010,Définitives,32,66338
2010-01-03 16:30:00,2010-01-03,2010,Définitives,33,76074
2010-01-03 17:00:00,2010-01-03,2010,Définitives,34,75721
2010-01-03 17:30:00,2010-01-03,2010,Définitives,35,74940
2010-01-03 18:00:00,2010-01-03,2010,Définitives,36,73381
2010-01-03 18:30:00,2010-01-03,2010,Définitives,37,71825
2010-01-03 19:00:00,2010-01-03,2010,Définitives,38,70608
2010-01-03 19:30:00,2010-01-03,2010,Définitives,39,71037
2010-01-03 20:00:00,2010-01-03,2010,Définitives,40,72963
