datetime,date,year,statut,slot_index,load_mw
2016-01-01 00:00:00,2016-01-01,2016,Définitives,0,49345
2016-01-01 00:30:00,2016-01-01,2016,Définitives,1,48657
2016-01-01 01:00:00,2016-01-01,2016,Définitives,2,48865
2016-01-01 01:30:00,2016-01-01,2016,Définitives,3,48743
2016-01-01 02:00:00,2016-01-01,2016,Définitives,4,49216
2016-01-01 02:30:00,2016-01-01,2016,Définitives,5,49108
2016-01-01 03:00:00,2016-01-01,2016,Définitives,6,49339
2016-01-01 03:30:00,2016-01-01,2016,Définitives,7,49548
2016-01-01 04:00:00,2016-01-01,2016,Définitives,8,49061
2016-01-01 04:30:00,2016-01-01,2016,Définitives,9,48939
2016-01-01 05:00:00,2016-01-01,2016,Définitives,10,58887
2016-01-01 05:30:00,2016-01-01,2016,Définitives,11,49651
2016-01-01 06:00:00,2016-01-01,2016,Définitives,12,50517
2016-01-01 06:30:00,2016-01-01,2016,Définitives,13,51398
2016-01-01 07:00:00,2016-01-01,2016,Définitives,14,52328
2016-01-01 07:30:00,2016-01-01,2016,Définitives,15,53468
2016-01-01 08:00:00,2016-01-01,2016,Définitives,16,54333
2016-01-01 08:30:00,2016-01-01,2016,Définitives,17,55627
2016-01-01 09:00:00,2016-01-01,2016,Définitives,18,56743
2016-01-01 09:30:00,2016-01-01,2016,Définitives,19,55446
2016-01-01 10:00:00,2016-01-01,2016,Définitives,20,54300
2016-01-01 10:30:00,2016-01-01,2016,Définitives,21,56678
2016-01-01 11:00:00,2016-01-01,2016,Définitives,22,53532
2016-01-01 11:30:00,2016-01-01,2016,Définitives,23,52234
2016-01-01 12:00:00,2016-01-01,2016,Définitives,24,52039
2016-01-01 12:30:00,2016-01-01,2016,Définitives,25,51658
2016-01-01 13:00:00,2016-01-01,2016,Définitives,26,51696
2016-01-01 13:30:00,2016-01-01,2016,Définitives,27,52325
2016-01-01 14:00:00,2016-01-01,2016,Définitives,28,54935
2016-01-01 14:30:00,2016-01-01,2016,Définitives,29,56975
2016-01-01 15:00:00,2016-01-01,2016,Définitives,30,58143
2016-01-01 15:30:00,2016-01-01,2016,Définitives,31,59254
2016-01-01 16:00:00,2016-01-01,2016,Définitives,32,56460
2016-01-01 16:30:00,2016-01-01,2016,Définitives,33,59488
2016-01-01 17:00:00,2016-01-01,2016,Définitives,34,59008
2016-01-01 17:30:00,2016-01-01,2016,Définitives,35,58173
2016-01-01 18:00:00,2016-01-01,2016,Définitives,36,57091
2016-01-01 18:30:00,2016-01-01,2016,Définitives,37,56059
2016-01-01 19:00:00,2016-01-01,2016,Définitives,38,55107
2016-01-01 19:30:00,2016-01-01,2016,Définitives,39,55609
2016-01-01 20:00:00,2016-01-01,2016,Définitives,40,58199
2016-01-01 20:30:00,2016-01-01,2016,Définitives,41,57539
2016-01-01 21:00:00,2016-01-01,2016,Définitives,42,57349
2016-01-01 21:30:00,2016-01-01,2016,Définitives,43,55780
2016-01-01 22:00:00,2016-01-01,2016,Définitives,44,55233
2016-01-01 22:30:00,2016-01-01,2016,Définitives,45,53160
2016-01-01 23:00:00,2016-01-01,2016,Définitives,46,51648
2016-01-01 23:30:00,2016-01-01,2016,Définitives,47,50207
2016-01-02 00:00:00,2016-01-02,2016,Définitives,0,46599
2016-01-02 00:30:00,2016-01-02,2016,Définitives,1,46528
2016-01-02 01:00:00,2016-01-02,2016,Définitives,2,47300
2016-01-02 01:30:00,2016-01-02,2016,Définitives,3,47741
2016-01-02 02:00:00,2016-01-02,2016,Définitives,4,48821
2016-01-02 02:30:00,2016-01-02,2016,Définitives,5,49417
2016-01-02 03:00:00,2016-01-02,2016,Définitives,6,50505
2016-01-02 03:30:00,2016-01-02,2016,Définitives,7,51520
2016-01-02 04:00:00,2016-01-02,2016,Définitives,8,52313
2016-01-02 04:30:00,2016-01-02,2016,Définitives,9,52975
2016-01-02 05:00:00,2016-01-02,2016,Définitives,10,55462
2016-01-02 05:30:00,2016-01-02,2016,Définitives,11,54574
2016-01-02 06:00:00,2016-01-02,2016,Définitives,12,55737
2016-01-02 06:30:00,2016-01-02,2016,Définitives,13,56687
2016-01-02 07:00:00,2016-01-02,2016,Définitives,14,57237
2016-01-02 07:30:00,2016-01-02,2016,Définitives,15,57965
2016-01-02 08:00:00,2016-01-02,2016,Définitives,16,58954
2016-01-02 08:30:00,2016-01-02,2016,Définitives,17,60075
2016-01-02 09:00:00,2016-01-02,2016,Définitives,18,61223
2016-01-02 09:30:00,2016-01-02,2016,Définitives,19,59989
2016-01-02 10:00:00,2016-01-02,2016,Définitives,20,58683
2016-01-02 10:30:00,2016-01-02,2016,Définitives,21,52726
2016-01-02 11:00:00,2016-01-02,2016,Définitives,22,58154
2016-01-02 11:30:00,2016-01-02,2016,Définitives,23,56593
2016-01-02 12:00:00,2016-01-02,2016,Définitives,24,56223
2016-01-02 12:30:00,2016-01-02,2016,Définitives,25,55621
2016-01-02 13:00:00,2016-01-02,2016,Définitives,26,55522
2016-01-02 13:30:00,2016-01-02,2016,Définitives,27,56053
2016-01-02 14:00:00,2016-01-02,2016,Définitives,28,58321
2016-01-02 14:30:00,2016-01-02,2016,Définitives,29,60935
2016-01-02 15:00:00,2016-01-02,2016,Définitives,30,62191
2016-01-02 15:30:00,2016-01-02,2016,Définitives,31,63353
2016-01-02 16:00:00,2016-01-02,2016,Définitives,32,52236
2016-01-02 16:30:00,2016-01-02,2016,Définitives,33,63251
2016-01-02 17:00:00,2016-01-02,2016,Définitives,34,62407
