Capacité installée agrégée par filière. 

Type;2016
Gaz;11380.83
Charbon;1806.88
Nucléaire;61370.0
Hydraulique STEP;5055.11
Géothermique;1.85
Autre;136.19
Déchets industriels;930.95
Biomasse;977.97
Solaire;5951.62
Fioul;2950.43
Hydraulique lacs;8788.12
Hydraulique fil de l'eau / éclusée;11411.99
Éolien terrestre;11686.63
Marin;243.02

RTE ne pourra être tenu responsable de l'usage qui pourrait être fait des données mises à disposition, ni en cas de prévisions qui se révèleraient imprécises.
